sleep_hours,work_hours,screen_time,breaks,task_switches,stress_level,hydration,noise_level,productivity_score,fatigue_score,work_sleep_ratio,stress_per_hour,break_efficiency,focus_index,screen_fatigue,target
0.5122494138312599,-0.41289061139605693,-0.6989191681259728,-1.5624250780612692,1.5909348426163163,1.1247386527435077,-1.431015294017434,0.6022955958858458,-1.6939333879039626,0.8297192936834971,-0.6412699168217179,1.059586751806631,-1.318312439489319,-1.3350558291737027,0.3008710957240746,1
-0.14054497999975235,-0.44244105448023524,-0.32129792359867904,0.018230224489418023,-0.31118715955527193,-0.9159118276431978,-0.9715506550753417,-0.5548941835480347,0.3406065606187698,-0.8598642260467231,-0.3688482984011434,-0.7261471733178475,0.11064255357983908,-0.6965198189764985,-0.8262445920410885,2
0.6674597702604099,-1.779963591112336,-0.6167995074298791,0.018230224489418023,0.3228535078352575,-0.9073481063783807,0.9031367239743945,0.263439146888078,0.3718672854656164,-1.7738428874858223,-1.6042607336643204,-0.18030503224220368,1.0539821191786238,0.22068619519278873,-0.9142465878354232,2
1.5673610212649305,-0.3195495732403232,0.09977789547932009,-1.5624250780612692,-1.8962888280315955,0.2397984599529151,-1.398855983028492,1.2334274051283391,0.07596845467422877,-0.22371536977608475,-0.9486604738704578,0.23496252712500956,-1.3289085356881993,-0.14537458169053608,0.2527108897143109,2
-0.23912446601568466,0.7396425727413583,1.2000166451278769,0.5451153253396471,-0.6282074932505366,1.0190617269017204,1.1525096306783338,-1.2197480701313927,0.3190148191080147,1.108541032348569,0.5965616135953218,0.354515237730301,0.04722566509228589,1.1095187468851402,1.791579303648308,2
-0.23910758759901216,-1.2603808659623625,-0.792614390243234,-0.5086548763608111,-0.31118715955527193,-0.8360698612458988,-1.7338829259432342,0.9622156284872865,-0.731553352845953,-1.0185720108732497,-0.9514430567749629,-0.3634419979463099,-0.0017960498702285523,-1.2383139737645055,-0.92841432158323,1
1.6251203365414255,1.0541893024003997,1.0012233318334196,-2.0893101789114983,-0.31118715955527193,-1.0092520165410166,1.350918053336939,-1.6256587789568109,2.4375037575095573,-0.4793724185326455,-0.18143470087723382,-1.0779241890474627,-1.7900216942086729,0.9540727362399928,-0.5064193667632325,0
0.7905657460405698,0.49544759502488056,-0.8033761402161195,-1.5624250780612692,-0.6282074932505366,-0.08627334167080354,-1.5031218726094226,1.4653272979146714,-0.20189188130780583,0.19332513874037818,-0.16070068985343794,-0.33343632551061236,-1.4045190700080004,-0.9875627733322789,-0.494396463709783,2
-0.4810480082363104,-0.722275575202011,-0.8701492718909059,-1.03553997721104,-0.9452278269458013,-1.2744223310319867,1.4619852023545172,-1.054134531823329,1.031675447653352,-0.9080025724793059,-0.4130844600100571,-0.9869207220632741,-0.7688217915867377,1.7550215426759799,-1.2027855796509894,2
0.5593816277674155,-0.13165020665732552,0.8167374431863723,0.018230224489418023,-0.31118715955527193,0.8713132704002288,1.2628614686708386,1.0209455711928703,-0.2141828460367572,0.40216920808443396,-0.4711897693020776,0.6659002992034219,-0.025365636044628034,0.891490389032818,1.3292183885455637,2
-0.4748213791444506,1.6021004474146368,0.9213608722304497,-0.5086548763608111,-0.31118715955527193,0.2751552379948663,0.1360217201034189,-1.524457602905582,0.6019138235721189,1.2399330115153264,1.467369658771338,-0.38873117781148964,-0.8441219812544459,0.09063856563885117,0.795693922322336,2
-0.4771983106622746,0.7403587841920793,0.8499597450841192,-2.0893101789114983,-0.9452278269458013,0.048590708494075326,0.962582003064038,-0.6149787592103979,0.32036353182564314,1.012491372243865,0.770806258752068,-0.31012883918776485,-1.7900216942086729,1.3113604505940921,0.521424618991792,2
0.2503498187663328,0.018136011862629614,-1.3441258270769167,1.0720004261898761,0.9568941752257869,1.3065109542852318,-1.4751970843107636,0.4578633148694258,-1.2646360773870473,0.7015216469789658,-0.22591546174832644,0.9293992156982112,0.7687175529422148,-1.2832008491055267,-0.16473265092032977,1
-1.9653635218519563,-0.22746672330255116,-0.48373939693004875,-1.03553997721104,-1.5792684943363307,0.8179854897160921,-1.2662178629287257,0.5463416780569473,-1.8790394418765064,1.5184064866694806,1.2727036770346685,0.6767730886108826,-0.8877892110609857,-0.2732079642476236,0.27848756789708534,1
-1.7717161219336208,0.08572359752574482,0.8211859119655259,0.018230224489418023,-1.5792684943363307,-1.2217408548578634,-0.45437990840412407,0.6863013775977619,-0.05112003276763502,-0.2278190722560057,1.389411487565275,-1.0902774315582036,-0.1094758989696721,0.6884222749649219,-0.7727085746539245,2
-0.5764652609398149,-0.5005859016329347,0.030047469805737425,-1.03553997721104,-0.9452278269458013,-0.27350858338953665,0.1287246257012896,-0.5316340373110788,-0.054568831419839994,0.00860649841613146,-0.17832783067384553,-0.13331155693362504,-0.8257858419039887,0.5705760999794035,-0.20106927176378248,2
-1.0396500013118153,-2.0879860425218837,-1.099018625998913,-0.5086548763608111,1.2739145089210515,-0.6202677195740264,1.275562376584549,0.5714863606940778,-1.089211314456027,-0.918290435285893,-1.3285432889245368,0.45851133041878145,0.618244523092218,-0.018002671710288527,-0.9222561371854353,1
0.3246630215007115,2.0444001684204833,0.45199252586753264,1.0720004261898761,-0.6282074932505366,1.0610481448372153,0.14683051482952275,-0.2598615435969143,0.6113730602243337,1.4040347971180673,1.1539096988337278,-0.054309051621690536,-0.026571990995489826,0.31536071460387805,1.2171409519989285,2
-0.9319023276113687,0.1641635087872121,-0.7356820533498436,0.5451153253396471,-0.6282074932505366,0.7706894873923406,0.5716637180629051,0.22114604985680883,-0.6276000509222204,0.9207681368211205,0.6391779646088801,0.4310235511991379,0.27514054771936153,0.6508401885340988,0.056870736121448336,1
-1.4503308041783256,0.4061343181815635,1.804771394873299,-1.5624250780612692,-0.31118715955527193,-0.09314343362791026,0.6225614212054723,0.15571320349590856,-0.5818183761634158,1.0123394063107296,1.3576781504815407,-0.311569721269373,-1.3974650440357732,0.4364252733552787,0.8838060464529056,1
1.5083699610543513,-0.04832153943200698,1.5519913754429844,-1.03553997721104,0.005833174139992792,1.1365014641521214,1.3079952859571322,-1.1712082989379387,0.5392582926159132,0.5069024705585002,-0.7734501252699828,0.8333050308985481,-0.9243033911289603,0.6709664219769917,2.220290329761818,2
-0.2305123516006678,-0.72315595603639,0.5995800053901655,-0.5086548763608111,-0.9452278269458013,-0.30975305534161024,0.9584424161740408,1.2036078372914079,-0.13212630898715547,-0.3678202951670826,-0.5397597060538746,-0.06874322287497016,-0.2578623835399274,1.3076829138001884,0.039691697118550404,2
0.07102155935666564,-0.1758893797028118,1.365876654877641,0.018230224489418023,-1.262248160641066,1.0662326534030322,1.6528630603610854,1.2755143481385318,-0.3691454738545046,0.7222269336522341,-0.2763687198713395,0.8531814129659726,-0.007206095400682801,2.464542119729143,1.98154809615419,2
-1.4631244508116454,-1.5844033259325612,0.05358532537937722,1.5988855270401052,0.9568941752257869,-1.6315621888073426,-1.6654291868514908,-1.046647961571816,-0.40380932665770797,-1.7661202879979003,-0.6382318398691408,-1.1846119609991879,2.8502519292825994,-1.3797716388369052,-1.2848366099243258,2
-0.5580580912726869,2.278485048731854,0.7629210517707967,0.018230224489418023,0.6398738415305222,-1.2729736036382964,-1.0142097476717642,-0.30175309671570644,1.0323985884676496,0.26181652772447034,2.101234911827236,-1.3487992252039533,-0.6551385652992986,-0.9871926917239588,-0.8372556518781754,2
