sleep_hours,work_hours,screen_time,breaks,task_switches,stress_level,hydration,noise_level,productivity_score,fatigue_score,productivity_level
7.745071229516849,7.152480635954594,4.643010539025557,1,15,8.382544721499176,1.3504766858920392,7.073290734354801,22.290885729996393,64.76381402092531,Low
6.792603548243223,7.093171783232292,5.389001073892694,4,9,3.1305379860892764,1.880527375811654,4.097925205704013,51.44430723186743,37.34315233169145,Medium
7.971532807151039,4.4087136547399695,4.805237877909715,4,11,3.152578370856426,4.043216850537789,6.202023276391066,51.89224981887628,22.50997044169406,Medium
9.284544784612038,7.339819616597126,6.220836093892239,1,4,6.104980828200613,1.3875765267334943,8.696056388380711,47.65224296020744,47.66736677157631,Medium
6.648769937914996,9.46565816364349,8.394357062923826,5,8,8.110564815271774,4.330900101962806,2.388453370671569,51.134913876539336,69.28887980089911,Medium
6.648794564576229,5.45153576184641,4.457915685717591,3,9,3.3360266522363187,1.0010804894269114,7.998716863331758,36.08106509088993,34.767445108960736,Low
9.368819223261088,10.096965302101186,8.001640995536828,0,9,2.8903090465979435,4.5597893622075105,1.3447760480631699,81.49126102672231,43.51824637559792,High
8.151152093729364,8.975549642168676,4.436655855306225,1,8,5.26577229405199,1.2672926092709798,9.292317225934791,43.67071411413217,54.43561856925123,Medium
6.295788421097572,6.531533356057924,4.304745575006232,2,7,2.2078422101049924,4.687919394367814,2.814278781263052,61.34680266587289,36.56190340472644,Medium
7.8138400653789475,7.716940725324305,7.637189236686426,4,9,7.730305728205966,4.458204932202847,8.14972324977886,43.49459386853663,57.82499974183786,Medium
6.304873460781307,11.196643615282067,7.843872756015234,3,9,6.195978300919965,3.158252475508387,1.6049844391440649,55.18864303805822,71.42127217294698,Medium
6.301405369644614,9.467095627011732,7.702819873525309,0,7,5.612870881800529,4.111794513590333,3.9434357879726667,51.15423991158254,67.73006651683161,Medium
7.362943407349051,8.017567309796295,3.3684051835637177,6,13,8.850370721680836,1.2995073915394122,6.701926557278422,28.44239209496439,62.68326324696761,Low
4.130079633013303,7.524633366078032,5.0680980438558985,2,5,7.593056421659128,1.5405914077706888,6.929422061074166,19.638455720977397,75.94068589973723,Low
4.412623251230451,8.15321814090332,7.645977184006643,4,5,2.343428127613707,2.4771493742106867,7.289286339877067,45.83116087965251,47.60076678639585,Medium
6.1565687061385415,6.976472884115394,6.083083681127789,2,7,4.783886365979418,3.1498343523397296,4.1577316769802035,45.78174219861072,51.43777484925851,Medium
5.480753319498364,3.7905009885619707,3.8526143076050716,3,14,3.891434995051486,4.472857039093528,6.994074050987162,30.956096512175392,36.39493917819935,Low
7.471370998892911,12.084355821069462,6.916635878250883,6,8,8.218624942134444,3.170721790045763,4.856512917364285,55.32418675810569,74.08451994558769,Medium
5.637963886718183,8.310649998398803,4.570385482017059,5,8,7.471331057541294,3.6608207299622135,6.093279295720684,37.57063742870238,66.24146783070651,Low
4.881544447997063,8.796294530245074,9.589049696784425,1,9,5.248090790247981,3.7195376809079024,5.925038408215637,38.2266542654689,67.72760022475896,Low
9.19847315338233,7.884184500246183,9.089682924836517,2,10,8.412818580417774,4.510272510344199,2.5132587954552674,54.290836580772336,59.52474131979173,Medium
6.661335549270197,6.529766398550824,7.208194852711134,3,7,4.690604242145261,4.107018975494349,8.619384337004078,44.67040209649889,45.32865290466444,Medium
7.101292307031886,7.628151038102459,8.722013409539548,4,6,8.23196827268966,4.908121193922428,8.804270305980364,41.27409639976556,63.01929437796311,Medium
4.862877720679815,4.801210475611377,6.129582700246762,7,13,1.2886740543882638,1.080050552752566,2.8335282453095383,40.77738955830768,22.635302386192173,Medium
6.183425913212226,12.554172996106608,7.530874988750032,4,12,2.2115707888609153,1.8313147062270239,4.7488013861128815,61.35716472781212,55.54718197172712,Medium
7.166383884564799,5.530976003155208,8.95544059060415,2,6,7.80376967067934,4.721782941727362,5.183881933653703,40.714816540959625,56.60077659035713,Medium
5.273509633866546,5.9360674323056415,6.490997363588625,3,10,2.029503185318514,4.168880882811523,5.940298151121613,46.811270033904904,36.04448790811621,Medium
7.563547027518508,7.119481591227199,5.489625656971433,5,11,7.153849365097787,2.0694509841397974,1.2004534456673706,45.058451717085205,52.03207785928093,Medium
6.099041965121793,10.576151449704755,2.5907560836457684,2,14,7.5121641831478545,4.89698662048187,7.829336211268645,37.499748816086424,78.32010751252973,Low
6.562459375310085,8.029017998525308,5.833732948557012,6,14,6.959758214691294,4.479524108938865,8.757624766819255,36.72080170512609,56.88515635729816,Low
6.097440081655905,5.527728407939075,7.6468463691246225,3,10,8.364089126849805,1.2586289057170266,2.279744900019023,24.007239323159745,62.08782248698803,Low
9.778417276763406,10.508676721514679,7.891266855135259,2,9,5.6045536310922754,4.245239379806177,9.069660565944954,64.16396585897982,52.91332042395459,Medium
6.979754162893099,9.462001253570962,7.0087301314368196,7,12,9.073333564511328,4.137950453402688,8.658209947692612,37.12534692585525,68.89835617554829,Low
5.41343360656615,9.076869914432905,4.91740181007552,4,14,6.125466049034271,1.8846122059088461,5.880310749973674,30.921475282340328,65.26136443096779,Low
8.233817368154783,9.43146848234168,2.046356862104819,2,9,5.5708567185706395,3.6769860443524185,3.472585390560844,60.477218472782866,55.41550293644437,Medium
5.168734525043467,12.788723801164902,5.00956980399053,7,11,5.584485789055381,4.880903676125307,2.8674070685231605,61.02865508353922,71.79758547302171,Medium
7.313295392507133,12.370189790072224,5.391310257892097,5,10,9.208739957361555,3.7034751857951473,5.4021289857613475,49.43582144157494,82.51378403324826,Medium
4.060494814180337,6.626569313993409,5.374142065619972,3,10,3.193264322080875,4.255060757998601,5.564837314995774,39.05369494790874,49.5044931421253,Low
5.007720926652354,11.247769985622305,7.237112713955849,2,17,7.255318981340828,1.3975460790437033,6.866815109018294,22.23741601328818,84.21720633078208,Low
7.295291853803685,8.766336379517801,9.97135282202968,4,7,3.1835420934848786,3.909835157401852,8.214737093130974,60.05354339911618,41.60254578049086,Medium
8.107699869993116,8.998191632275498,6.247058403682186,2,17,1.829574806929965,1.8190188548314312,9.410498829684075,49.13245951002643,36.00399695279457,Medium
7.257052421784956,4.615458336713343,5.5665364216870765,3,9,9.58369489869916,1.2874166898143824,8.166528044768677,15.324926073994622,59.73610920967154,Low
6.826527576417639,7.659228469223608,5.481556373991815,3,13,2.167528416002465,3.208309697836125,9.181407902824935,47.67645700619615,36.39536391098409,Medium
6.548344456616067,6.37435281932687,6.2487695338154285,2,15,7.17573926392637,4.002444450389522,5.494316494780273,30.078077470696314,59.27649428246219,Low
4.782217014448859,9.656117629786618,4.343412479303202,10,14,4.8210285329547435,3.1869794617801483,1.349961345271058,50.91286160025788,52.6617429132744,Medium
5.920233687407937,10.14216100080561,6.24039711749211,7,10,8.533912299672245,4.726387495905787,1.4664716245596192,50.252168448283655,73.30375067713467,Medium
6.309041843560319,3.851027297967377,6.9016246726635995,3,5,7.958819647333523,3.7826653822642764,3.4163877309834754,33.360830675004685,53.01996140289107,Low
8.585683339328373,7.955930271991459,6.419372127148976,2,9,2.2939158209025923,1.4702992959819827,6.525875952594605,58.78040132644724,32.39445978694581,Medium
7.515427434352692,10.243723009588503,6.915083868009562,6,12,5.210350697091031,4.738072776034988,4.017017350421193,63.611900182230684,52.35980135294217,Medium
4.355439766955899,7.62664207537311,6.867495218697071,4,9,1.2477905355292895,1.6115519298190866,2.495293341353254,48.720042107929594,40.532077006849285,Medium
7.486125954092192,9.458127290004729,2.4562066355071126,4,13,4.865711626576574,4.0330217743895735,8.654455870411192,50.35029071959869,51.58352956446674,Medium
6.422376579375525,8.702330935254167,7.273740316790806,5,16,7.301942400337966,1.5941747172123595,9.864952947126291,22.8906841361556,63.48379180634398,Low
5.984616999541062,8.683320463905252,4.657970308675093,4,11,3.0894059258390536,4.994321103197832,1.149773740247091,63.54838886903682,46.46263903201442,Medium
7.917514433261302,7.457370043863405,3.808321673992084,5,11,8.290300659378799,2.328750032506319,1.804816831513155,43.53389945289206,57.33234677836159,Medium
8.546499283743927,5.566838391728581,3.7910963442900076,3,8,1.4784834357442573,2.983717288245627,5.494048799156652,63.65898523702348,17.928816857318424,Medium
8.396920178674298,5.756939705149945,6.867083220945059,6,9,1.3110972594416834,2.8673500279390103,4.039005230495102,67.89706911831071,12.928942623228675,Medium
5.741173715166042,9.418705028910635,5.554850145550294,5,8,1.247072932552243,1.4075888195026676,8.039360929527884,53.30222286536769,39.333850357130764,Medium
6.5361814362231785,8.038916511037765,2.6360624320291786,2,15,3.5202418440416494,2.9760599999783532,6.888719835733028,42.06060448968819,47.517220737712044,Medium
7.496895147105346,7.722975510785551,6.956075630384567,2,5,5.203952277858963,1.598023977202284,1.6165932897283133,54.21762980197975,50.491496929764445,Medium
8.463317690683539,7.152219915355295,3.1207837384023454,5,8,1.967023110428605,4.207923271288802,5.9039488978471315,70.7064155505701,22.837574313473034,High
6.281238643232065,7.389622309038496,6.279642717036422,5,14,9.970692354018153,4.833253733638173,4.028792906452576,30.191546960436387,72.3542314592396,Low
6.721511535004274,10.093823588976278,6.476997851346108,5,9,9.996049733501247,4.232233765461883,9.686013609752832,33.85478495481065,80.54041743266063,Low
5.340497538990958,7.329511836263946,7.77115416339009,8,11,5.678221295310661,2.7242559816234686,5.277511439484327,38.33682790041371,49.588704396842296,Low
5.205690063878993,5.3178705733968625,9.563369572933702,9,9,6.112085812565536,1.0094855878175633,9.348973383846726,22.522560638060142,43.05303275259501,Low
8.218788733591296,9.487303551080347,3.2706473481989167,7,11,9.341275417083722,1.146573842637586,1.2715713148671468,45.73756345015856,64.98632191247354,Medium
9.034360042856235,7.590246672270566,5.895052287873901,5,11,7.9281350137265445,2.9801405797527156,1.929471997870754,52.68241133492142,51.24891241372599,Medium
6.891984817629499,8.062791731065554,5.447329409911565,4,12,2.5115291056782096,3.7179492053612355,4.476421341499042,58.63133225332297,37.447413503330594,Medium
8.505299346838036,11.21515661279902,6.867499371921925,6,11,8.132400235195671,4.278056260629704,8.982610352700156,52.69884847287193,66.02325687809665,Medium
7.542454037571451,7.958878885298986,6.431337541867237,2,6,3.0784629978375335,3.3981260435218044,5.901436714872117,60.584768602060755,40.734306836400016,Medium
6.032320368092313,8.578367346237451,5.29490751452676,2,8,4.872230440582361,4.9132525049740154,8.417264723940017,46.77848598688927,58.30011639716258,Medium
7.5420934082626205,5.642153017403349,5.118195622778289,6,13,5.7925742100351005,2.975112129171323,3.5517667023537474,44.19368672354477,38.16737258537323,Medium
9.307054849698954,7.56066109529808,3.767098289631905,7,8,7.452993691167058,3.4001151998291266,2.003448726783769,61.98451116116808,43.957423743652804,Medium
6.946260941335073,9.219052090417202,7.975723164813019,5,13,2.351352679500201,1.9204092926814607,3.214349386767965,58.859388382564624,38.84358647083597,Medium
9.346965483721009,4.889252532317515,6.918408363199059,1,10,1.6855286930929,2.358641926383912,6.8077307000597065,57.25890128898693,16.69445281116963,Medium
3.0703823438653837,8.40169018623142,7.835536395590275,6,15,8.795109968746171,3.732526956151597,8.842753892931851,9.819447304400745,82.25638395155543,Low
8.232853756562836,8.201582145289613,5.379207727048973,4,6,8.441132421583436,3.406565334650168,5.094993953659146,48.85619152277896,61.29753484239703,Medium
7.130570602357257,8.082574911174879,4.686329062611139,3,11,5.70938807725325,2.478595519948524,2.7425397707605623,47.32000070997934,54.02781580488833,Medium
6.551488974301199,10.074317797316485,3.8433698667415443,1,14,6.961274234579405,1.4479278129182318,6.738508413206731,30.575225262607592,73.66751169419292,Low
7.137641164803253,8.668877029697043,6.717835167481319,7,1,7.473711876029638,2.3704608593738894,2.7724057410570744,56.47421928391731,57.45222737860273,Medium
4.018646628098661,10.956143796712889,3.9204135509435307,2,12,5.288782213593142,1.1766223596636882,6.132589320325138,29.03095461788513,77.74087735430997,Low
6.670492168243732,6.012820968811928,9.6973261379331,7,7,3.3150743702290844,3.32306890391055,1.9206255041730622,60.27095135587906,29.276649324649245,Medium
7.53566885726762,8.271849134436696,3.384714837813119,8,11,5.3325316648409,2.2920619050591053,8.300215613266504,47.23983120732252,41.93521169366712,Medium
